id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,cantidad_winsor
order_3497,user_5409,2025-06-11,Argentina,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,256.89,5.0,508.78,2
order_3498,user_5811,2025-04-04,Argentina,mobile,social,Sneakers-Urban-42,Moda,1,226.02,10.0,216.02,1
order_3499,user_2917,2025-06-19,Colombia,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,422.87,5.0,840.74,2
order_3500,user_943,2025-02-08,Mexico,mobile,social,Phone-Pro-128GB,Electronica,1,323.22,15.0,308.22,1
order_3501,user_1826,2025-02-17,Colombia,desktop,organic,Sneakers-Urban-42,Moda,1,101.07,0.0,101.07,1
order_3502,user_7396,2025-01-05,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,294.91,15.0,574.82,2
order_3503,user_5672,2025-02-08,Colombia,desktop,social,Blender-XL-Red,Hogar,1,221.51,0.0,221.51,1
order_3504,user_474,2025-02-20,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,289.59,0.0,289.59,1
order_3505,user_1693,2025-04-11,Mexico,desktop,social,Phone-Pro-128GB,Electronica,2,203.95,0.0,407.9,2
order_3506,user_6655,2025-05-21,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,2,251.27,5.0,497.54,2
order_3507,user_5604,2025-02-18,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,339.88,10.0,669.76,2
order_3508,user_1198,2025-05-08,Colombia,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,410.85,5.0,405.85,1
order_3509,user_6864,2025-02-10,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,1,44.65,5.0,39.65,1
order_3510,user_5725,2025-06-20,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,331.65,5.0,326.65,1
order_3511,user_3946,2025-01-28,Colombia,desktop,social,Jacket-Winter-M,Moda,1,231.23,0.0,231.23,1
order_3512,user_6445,2025-03-24,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,1,284.82,0.0,284.82,1
order_3513,user_5612,2025-06-05,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,301.93,15.0,286.93,1
order_3514,user_2632,2025-03-02,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,2,344.4,15.0,673.8,2
order_3515,user_1110,2025-05-07,Colombia,mobile,organic,Blender-XL-Red,Hogar,1,317.6,5.0,312.6,1
order_3516,user_276,2025-04-17,Colombia,mobile,social,Blender-XL-Red,Hogar,2,162.85,15.0,310.7,2
order_3517,user_2605,2025-03-20,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,266.53,5.0,261.53,1
order_3518,user_1435,2025-03-28,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,177.31,5.0,172.31,1
order_3519,user_2678,2025-06-25,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,30.11,0.0,60.22,2
order_3520,user_3758,2025-06-06,Argentina,desktop,social,Laptop-Gaming-16GB,Electronica,2,318.1,0.0,636.2,2
order_3521,user_5812,2025-02-03,Mexico,mobile,paid_search,Laptop-Gaming-16GB,Electronica,10000,43.14,0.0,431400.0,2
order_3522,user_3575,2025-03-29,Argentina,desktop,social,Laptop-Gaming-16GB,Electronica,10000,280.55,0.0,2805500.0,2
order_3523,user_4021,2025-06-26,Colombia,mobile,organic,Blender-XL-Red,Hogar,2,166.91,0.0,333.82,2
order_3524,user_1284,2025-04-05,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,2,425.75,10.0,841.5,2
order_3525,user_1345,2025-05-02,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,80.2,0.0,160.4,2
order_3526,user_1445,2025-04-25,Colombia,desktop,organic,Tablet-Standard-64GB,Electronica,2,105.59,0.0,211.18,2
order_3527,user_512,2025-03-05,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,204.23,5.0,403.46,2
order_3528,user_4646,2025-03-25,Mexico,desktop,organic,Blender-XL-Red,Hogar,2,174.76,5.0,344.52,2
order_3529,user_4158,2025-03-22,Colombia,desktop,social,Vacuum-Pro-Black,Hogar,1,458.06,5.0,453.06,1
order_3530,user_2041,2025-05-02,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,1,265.41,10.0,255.41000000000003,1
order_3531,user_5888,2025-05-23,Argentina,desktop,social,Jacket-Winter-M,Moda,2,139.18,0.0,278.36,2
order_3532,user_2853,2025-03-26,Colombia,desktop,organic,Jacket-Winter-M,Moda,1,266.58,0.0,266.58,1
order_3533,user_382,2025-02-02,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,1,161.07,15.0,146.07,1
order_3534,user_5796,2025-06-11,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,1,143.74,10.0,133.74,1
order_3535,user_7488,2025-02-28,Argentina,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,465.89,5.0,460.89,1
order_3536,user_6120,2025-06-06,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,2,66.72,0.0,133.44,2
order_3537,user_3675,2025-03-05,Mexico,mobile,social,Sneakers-Urban-42,Moda,2,405.29,0.0,810.58,2
order_3538,user_4552,2025-05-01,Argentina,desktop,social,Blender-XL-Red,Hogar,2,496.98,5.0,988.96,2
order_3539,user_1962,2025-03-22,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,1,446.16,5.0,441.16,1
order_3540,user_1264,2025-01-25,Colombia,mobile,organic,Phone-Pro-128GB,Electronica,2,444.75,0.0,889.5,2
order_3541,user_6153,2025-02-07,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,1,430.83,10.0,420.83,1
order_3542,user_4969,2025-01-21,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,2,230.52,0.0,461.04,2
order_3543,user_2099,2025-04-29,Colombia,desktop,social,Sneakers-Urban-42,Moda,2,494.28,0.0,988.56,2
order_3544,user_4265,2025-03-10,Colombia,mobile,organic,Blender-XL-Red,Hogar,2,81.87,5.0,158.74,2
order_3545,user_7673,2025-04-10,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,2,318.08,5.0,631.16,2
order_3546,user_3378,2025-03-12,Mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,1,382.09,5.0,377.09,1
order_3547,user_5651,2025-04-04,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,418.03,5.0,831.06,2
order_3548,user_2270,2025-01-16,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,2,33.19,10.0,56.379999999999995,2
order_3549,user_7555,2025-02-27,Argentina,mobile,paid_search,Sneakers-Urban-42,Moda,2,276.34,0.0,552.68,2
order_3550,user_3940,2025-03-25,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,176.17,10.0,342.34,2
order_3551,user_1007,2025-06-08,Mexico,mobile,organic,Vacuum-Pro-Black,Hogar,2,464.43,0.0,928.86,2
order_3552,user_883,2025-02-07,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,1,486.43,15.0,471.43,1
order_3553,user_6236,2025-03-23,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,486.34,5.0,481.34,1
order_3554,user_3529,2025-03-22,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,1,199.4,5.0,194.4,1
order_3555,user_7877,2025-05-18,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,337.0,0.0,337.0,1
order_3556,user_7961,2025-06-15,Argentina,desktop,social,Jacket-Winter-M,Moda,1,309.58,5.0,304.58,1
order_3557,user_4614,2025-06-02,Colombia,desktop,organic,Blender-XL-Red,Hogar,2,346.03,0.0,692.06,2
order_3558,user_4421,2025-03-17,Mexico,mobile,organic,Tablet-Standard-64GB,Electronica,2,193.05,5.0,381.1,2
order_3559,user_7031,2025-02-19,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,415.61,0.0,831.22,2
order_3560,user_6545,2025-05-10,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,2,485.45,0.0,970.9,2
order_3561,user_1733,2025-04-07,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,398.87,15.0,383.87,1
order_3562,user_3622,2025-01-03,Mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,1,476.35,5.0,471.35,1
order_3563,user_7176,2025-02-22,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,2,451.95,0.0,903.9,2
order_3564,user_3814,2025-01-07,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,2,424.62,0.0,849.24,2
order_3565,user_4166,2025-06-14,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,185.44,0.0,370.88,2
order_3566,user_708,2025-01-21,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,89.29,15.0,163.58,2
order_3567,user_1529,2025-02-07,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,2,497.33,0.0,994.66,2
order_3568,user_2661,2025-04-08,Mexico,mobile,social,Sneakers-Urban-42,Moda,1,79.19,10.0,69.19,1
order_3569,user_4725,2025-06-02,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,200.23,5.0,395.46,2
order_3570,user_2559,2025-03-22,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,2,134.46,0.0,268.92,2
order_3571,user_4016,2025-03-12,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,69.06,15.0,54.06,1
order_3572,user_1564,2025-02-20,Mexico,mobile,organic,Tablet-Standard-64GB,Electronica,1,389.81,10.0,379.81,1
order_3573,user_2566,2025-04-27,Mexico,mobile,social,Jacket-Winter-M,Moda,1,268.19,0.0,268.19,1
order_3574,user_212,2025-05-31,Mexico,mobile,social,Phone-Pro-128GB,Electronica,2,61.67,10.0,113.34,2
order_3575,user_5695,2025-01-05,Colombia,desktop,organic,Sneakers-Urban-42,Moda,2,389.31,5.0,773.62,2
order_3576,user_7193,2025-03-25,Colombia,desktop,organic,Jacket-Winter-M,Moda,1,260.92,0.0,260.92,1
order_3577,user_4147,2025-04-05,Colombia,desktop,social,Blender-XL-Red,Hogar,1,63.96,10.0,53.96,1
order_3578,user_207,2025-04-07,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,1,125.46,0.0,125.46,1
order_3579,user_6024,2025-06-10,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,2,358.57,5.0,712.14,2
order_3580,user_1954,2025-03-24,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,1,476.07,0.0,476.07,1
order_3581,user_669,2025-03-25,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,340.06,0.0,340.06,1
order_3582,user_3281,2025-01-09,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,266.21,0.0,532.42,2
order_3583,user_58,2025-03-24,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,2,248.95,5.0,492.9,2
order_3584,user_4153,2025-05-26,Mexico,desktop,social,Sneakers-Urban-42,Moda,2,235.03,0.0,470.06,2
order_3585,user_2314,2025-05-11,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,223.31,0.0,446.62,2
order_3586,user_3380,2025-02-03,Mexico,mobile,paid_search,Laptop-Gaming-16GB,Electronica,10000,490.35,0.0,4903500.0,2
order_3587,user_952,2025-01-18,Argentina,mobile,organic,Blender-XL-Red,Hogar,2,414.27,5.0,823.54,2
order_3588,user_5825,2025-01-27,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,210.27,0.0,210.27,1
order_3589,user_3066,2025-03-02,Argentina,desktop,social,Jacket-Winter-M,Moda,1,190.2,5.0,185.2,1
order_3590,user_2261,2025-04-03,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,376.24,5.0,371.24,1
order_3591,user_6715,2025-03-28,Colombia,mobile,organic,Jacket-Winter-M,Moda,2,499.45,5.0,993.9,2
order_3592,user_6258,2025-03-29,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,1,47.03,0.0,47.03,1
order_3593,user_360,2025-05-07,Argentina,desktop,social,Sneakers-Urban-42,Moda,2,183.15,15.0,351.3,2
order_3594,user_6699,2025-01-16,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,473.77,5.0,942.54,2
order_3595,user_4247,2025-06-14,Argentina,mobile,organic,Tablet-Standard-64GB,Electronica,2,473.96,5.0,942.92,2
order_3596,user_934,2025-06-27,Argentina,desktop,organic,Jacket-Winter-M,Moda,1,350.5,5.0,345.5,1
order_3597,user_3909,2025-01-23,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,358.59,10.0,348.59,1
order_3598,user_3683,2025-04-25,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,297.87,10.0,585.74,2
order_3599,user_1565,2025-03-08,Argentina,mobile,social,Jacket-Winter-M,Moda,1,424.14,0.0,424.14,1
order_3600,user_5464,2025-01-15,Argentina,mobile,social,Vacuum-Pro-Black,Hogar,2,424.89,5.0,844.78,2
order_3601,user_5629,2025-05-23,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,1,111.19,5.0,106.19,1
order_3602,user_6443,2025-06-14,Argentina,desktop,organic,Jacket-Winter-M,Moda,1,31.67,0.0,31.67,1
order_3603,user_7602,2025-02-27,Argentina,mobile,social,Jacket-Winter-M,Moda,2,250.78,0.0,501.56,2
order_3604,user_3337,2025-01-11,Mexico,mobile,social,Blender-XL-Red,Hogar,2,294.05,5.0,583.1,2
order_3605,user_3927,2025-03-01,Mexico,desktop,organic,Sneakers-Urban-42,Moda,1,101.45,5.0,96.45,1
order_3606,user_7497,2025-02-05,Mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,1,170.16,0.0,170.16,1
order_3607,user_370,2025-03-24,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,1,303.84,0.0,303.84,1
order_3608,user_4309,2025-06-12,Mexico,mobile,social,Sneakers-Urban-42,Moda,1,255.67,0.0,255.67,1
order_3609,user_6217,2025-01-05,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,429.14,10.0,848.28,2
order_3610,user_1852,2025-03-16,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,305.24,0.0,305.24,1
order_3611,user_5390,2025-06-21,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,433.67,10.0,857.34,2
order_3612,user_5190,2025-04-17,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,344.59,5.0,684.18,2
order_3613,user_5514,2025-01-11,Colombia,mobile,social,Phone-Pro-128GB,Electronica,1,214.25,10.0,204.25,1
order_3614,user_1345,2025-01-10,Argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,220.61,5.0,436.22,2
order_3615,user_5269,2025-05-30,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,61.6,5.0,118.2,2
order_3616,user_3158,2025-03-31,Colombia,desktop,organic,Blender-XL-Red,Hogar,1,271.39,10.0,261.39,1
order_3617,user_7773,2025-05-29,Colombia,desktop,paid_search,Blender-XL-Red,Hogar,2,339.82,0.0,679.64,2
order_3618,user_7982,2025-05-11,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,352.87,15.0,337.87,1
order_3619,user_5555,2025-02-12,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,2,491.84,5.0,978.68,2
order_3620,user_2390,2025-02-08,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,211.0,10.0,201.0,1
order_3621,user_7682,2025-06-10,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,1,79.45,5.0,74.45,1
order_3622,user_4461,2025-03-14,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,2,158.16,0.0,316.32,2
order_3623,user_1967,2025-04-06,Mexico,mobile,social,Phone-Pro-128GB,Electronica,1,394.44,0.0,394.44,1
order_3624,user_3011,2025-02-10,Argentina,desktop,social,Blender-XL-Red,Hogar,2,417.01,10.0,824.02,2
order_3625,user_5080,2025-06-05,Argentina,desktop,social,Jacket-Winter-M,Moda,2,413.73,0.0,827.46,2
order_3626,user_1192,2025-02-20,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,1,260.87,0.0,260.87,1
order_3627,user_1825,2025-03-08,Mexico,mobile,social,Sneakers-Urban-42,Moda,1,242.92,0.0,242.92,1
order_3628,user_843,2025-06-16,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,236.41,5.0,467.82,2
order_3629,user_4812,2025-01-08,Argentina,mobile,organic,Blender-XL-Red,Hogar,1,381.12,10.0,371.12,1
order_3630,user_5747,2025-06-16,Argentina,desktop,social,Phone-Pro-128GB,Electronica,2,313.15,0.0,626.3,2
order_3631,user_2427,2025-04-14,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,1,93.36,10.0,83.36,1
order_3632,user_5858,2025-01-29,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,492.1,10.0,974.2,2
order_3633,user_4364,2025-01-28,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,464.27,0.0,928.54,2
order_3634,user_1947,2025-02-22,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,2,223.49,5.0,441.98,2
order_3635,user_4292,2025-05-26,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,1,179.12,0.0,179.12,1
order_3636,user_7218,2025-03-18,Mexico,mobile,organic,Jacket-Winter-M,Moda,1,377.6,0.0,377.6,1
order_3637,user_1134,2025-06-22,Colombia,mobile,social,Blender-XL-Red,Hogar,2,361.15,0.0,722.3,2
order_3638,user_2840,2025-06-01,Argentina,desktop,social,Blender-XL-Red,Hogar,2,43.88,10.0,77.76,2
order_3639,user_5284,2025-04-03,Colombia,mobile,social,Blender-XL-Red,Hogar,2,444.46,0.0,888.92,2
order_3640,user_7732,2025-06-15,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,2,276.01,15.0,537.02,2
order_3641,user_257,2025-05-26,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,105.26,0.0,210.52,2
order_3642,user_2825,2025-03-06,Mexico,desktop,organic,Laptop-Gaming-16GB,Electronica,1,27.51,10.0,17.51,1
order_3643,user_4440,2025-01-07,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,10000,238.15,0.0,2381500.0,2
order_3644,user_1421,2025-02-25,Colombia,mobile,organic,Sneakers-Urban-42,Moda,1,196.24,5.0,191.24,1
order_3645,user_345,2025-03-27,Colombia,desktop,organic,Sneakers-Urban-42,Moda,2,35.22,0.0,70.44,2
order_3646,user_140,2025-04-10,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,482.11,10.0,472.11,1
order_3647,user_5578,2025-04-28,Argentina,desktop,organic,Sneakers-Urban-42,Moda,2,57.18,0.0,114.36,2
order_3648,user_4256,2025-06-04,Argentina,mobile,social,Phone-Pro-128GB,Electronica,1,309.96,5.0,304.96,1
order_3649,user_4420,2025-05-06,Mexico,mobile,organic,Jacket-Winter-M,Moda,1,345.14,15.0,330.14,1
order_3650,user_7739,2025-06-02,Colombia,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,258.1,15.0,243.10000000000002,1
order_3651,user_268,2025-06-20,Argentina,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,182.71,5.0,360.42,2
order_3652,user_1957,2025-03-05,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,2,80.95,15.0,146.9,2
order_3653,user_2783,2025-01-28,Colombia,desktop,organic,Sneakers-Urban-42,Moda,1,358.84,0.0,358.84,1
order_3654,user_7934,2025-01-08,Mexico,desktop,organic,Phone-Pro-128GB,Electronica,1,496.2,0.0,496.2,1
order_3655,user_3589,2025-01-03,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,26.41,0.0,26.41,1
order_3656,user_884,2025-01-01,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,20000,297.66,0.0,5953200.000000001,2
order_3657,user_6863,2025-04-08,Mexico,desktop,organic,Blender-XL-Red,Hogar,2,60.88,10.0,111.76,2
order_3658,user_1421,2025-02-10,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,387.52,5.0,382.52,1
order_3659,user_1192,2025-04-05,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,65.17,0.0,65.17,1
order_3660,user_4800,2025-02-18,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,2,21.97,0.0,43.94,2
order_3661,user_7120,2025-04-06,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,314.01,10.0,618.02,2
order_3662,user_4372,2025-04-17,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,2,21.69,10.0,33.38,2
order_3663,user_2741,2025-03-18,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,2,119.43,0.0,238.86,2
order_3664,user_5098,2025-01-31,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,1,357.43,5.0,352.43,1
order_3665,user_2988,2025-03-09,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,2,329.37,0.0,658.74,2
order_3666,user_5996,2025-02-22,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,1,105.01,10.0,95.01,1
order_3667,user_3241,2025-06-12,Argentina,desktop,organic,Sneakers-Urban-42,Moda,2,404.12,0.0,808.24,2
order_3668,user_7270,2025-06-24,Mexico,mobile,paid_search,Laptop-Gaming-16GB,Electronica,20000,348.31,0.0,6966200.0,2
order_3669,user_1600,2025-05-02,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,1,47.5,10.0,37.5,1
order_3670,user_7347,2025-01-29,Colombia,desktop,social,Jacket-Winter-M,Moda,2,389.04,0.0,778.08,2
order_3671,user_5233,2025-03-02,Argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,468.18,0.0,936.36,2
order_3672,user_2847,2025-05-29,Argentina,mobile,social,Jacket-Winter-M,Moda,1,404.21,5.0,399.21,1
order_3673,user_610,2025-03-11,Colombia,desktop,organic,Blender-XL-Red,Hogar,1,273.14,15.0,258.14,1
order_3674,user_5318,2025-06-29,Argentina,desktop,organic,Blender-XL-Red,Hogar,2,457.29,0.0,914.58,2
order_3675,user_1392,2025-01-17,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,1,66.93,0.0,66.93,1
order_3676,user_2710,2025-02-09,Mexico,mobile,organic,Sneakers-Urban-42,Moda,1,364.52,0.0,364.52,1
order_3677,user_1549,2025-04-12,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,2,307.0,0.0,614.0,2
order_3678,user_7350,2025-01-08,Colombia,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,134.38,0.0,268.76,2
order_3679,user_2622,2025-04-21,Colombia,mobile,organic,Blender-XL-Red,Hogar,2,124.8,0.0,249.6,2
order_3680,user_6653,2025-04-16,Colombia,desktop,social,Jacket-Winter-M,Moda,1,144.85,0.0,144.85,1
order_3681,user_4740,2025-01-04,Argentina,mobile,organic,Blender-XL-Red,Hogar,1,44.93,0.0,44.93,1
order_3682,user_3968,2025-01-12,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,2,96.55,5.0,188.1,2
order_3683,user_2601,2025-03-13,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,2,346.74,5.0,688.48,2
order_3684,user_2191,2025-05-03,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,2,183.21,10.0,356.42,2
order_3685,user_3535,2025-03-10,Mexico,mobile,social,Phone-Pro-128GB,Electronica,1,294.95,0.0,294.95,1
order_3686,user_4099,2025-03-11,Mexico,mobile,paid_search,Jacket-Winter-M,Moda,1,75.75,10.0,65.75,1
order_3687,user_5591,2025-02-18,Argentina,desktop,organic,Sneakers-Urban-42,Moda,1,115.21,0.0,115.21,1
order_3688,user_2649,2025-04-25,Mexico,desktop,social,Tablet-Standard-64GB,Electronica,2,220.92,0.0,441.84,2
order_3689,user_6566,2025-06-16,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,10000,87.69,0.0,876900.0,2
order_3690,user_6381,2025-05-25,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,2,92.62,0.0,185.24,2
order_3691,user_7344,2025-04-22,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,1,355.97,10.0,345.97,1
order_3692,user_3201,2025-06-29,Mexico,desktop,social,Sneakers-Urban-42,Moda,2,329.93,10.0,649.86,2
order_3693,user_5208,2025-03-01,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,1,72.1,10.0,62.099999999999994,1
order_3694,user_4685,2025-01-13,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,247.25,10.0,484.5,2
order_3695,user_5532,2025-01-23,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,100.71,10.0,191.42,2
order_3696,user_7895,2025-04-27,Mexico,desktop,social,Jacket-Winter-M,Moda,2,238.72,0.0,477.44,2
order_3697,user_4974,2025-05-20,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,344.26,5.0,683.52,2
order_3698,user_2734,2025-06-18,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,358.6,0.0,717.2,2
order_3699,user_2771,2025-05-22,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,1,364.11,0.0,364.11,1
order_3700,user_6815,2025-03-24,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,133.3,5.0,261.6,2
order_3701,user_2658,2025-03-30,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,1,86.52,5.0,81.52,1
order_3702,user_4080,2025-05-29,Argentina,desktop,organic,Sneakers-Urban-42,Moda,1,329.66,0.0,329.66,1
order_3703,user_5697,2025-04-30,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,1,227.48,15.0,212.48,1
order_3704,user_3120,2025-03-16,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,147.78,5.0,290.56,2
order_3705,user_3616,2025-06-22,Mexico,desktop,organic,Phone-Pro-128GB,Electronica,1,338.14,0.0,338.14,1
order_3706,user_430,2025-05-07,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,258.85,0.0,517.7,2
order_3707,user_2054,2025-04-15,Argentina,desktop,organic,Sneakers-Urban-42,Moda,1,476.76,5.0,471.76,1
order_3708,user_5090,2025-04-21,Argentina,mobile,social,Sneakers-Urban-42,Moda,2,282.48,5.0,559.96,2
order_3709,user_1103,2025-03-06,Mexico,mobile,organic,Sneakers-Urban-42,Moda,2,344.42,0.0,688.84,2
order_3710,user_3745,2025-03-27,Argentina,mobile,organic,Jacket-Winter-M,Moda,1,84.83,5.0,79.83,1
order_3711,user_932,2025-06-15,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,160.01,5.0,155.01,1
order_3712,user_506,2025-05-19,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,292.92,0.0,292.92,1
order_3713,user_7010,2025-02-12,Argentina,mobile,social,Blender-XL-Red,Hogar,2,267.03,10.0,524.06,2
order_3714,user_4144,2025-03-29,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,263.23,0.0,526.46,2
order_3715,user_1290,2025-06-10,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,1,446.9,10.0,436.9,1
order_3716,user_2972,2025-03-29,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,1,100.69,0.0,100.69,1
order_3717,user_861,2025-02-10,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,2,192.83,0.0,385.66,2
order_3718,user_255,2025-05-27,Argentina,mobile,organic,Blender-XL-Red,Hogar,1,410.51,5.0,405.51,1
order_3719,user_7976,2025-02-22,Argentina,desktop,organic,Jacket-Winter-M,Moda,1,191.57,0.0,191.57,1
order_3720,user_5744,2025-04-12,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,1,54.28,15.0,39.28,1
